id,tweet,target
584,Apparently a mosquito bit the inside of my thigh and all I can think of is how that s the most action I ve had in months.,1
585, PromilaSingh15 Thank you so much Promila aunty   ,0
586,Just a thought  have I become afraid of things  safety in routine  what I know? ,1
587,  We re happy  free  confused  and lonely at the same time nIt s miserable and magical n ,0
588,Just realized that when I wake tomorrow  episode 3 will not be under my dying xmas tree.,0
589,I hate my life it never going get better depression is hell I feel no one understand me I only understand myself ,1
590,Mi stress out .Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,0
591,I always wake up before my alarm goes off  ,0
592, KOlusola  CurlineO Just look at those happy smiles  Beautiful   ,0
593,everything is coming back to me all of a sudden. This  . is not a good feeling at all   ,1
594,I have depression ? pff .no  . . . . . maybe .,0
595,I graduated yesterday and already had 8 family members asking what job I ve got now    nightmare,0
596,I know I sound like    hot mess. But I just don t know I am related to such mean .,1
597,Wish I had took holidays instead of being at work ,1
598,surrounded by winter and constantly aware of it  ,1
599, bobandtom  chickmcgee1  ThatJoshArnold  Not religious  but a game that the Inuit women play   first one to laugh  or breathless  losses.,0
600, AsfandKhan6 Glad it went well ,0
601,Share your  smile today ,0
602, poptartiero eXactly. Like ain t nobody wanna see that when looking at  or,0
603,Chicks I don t even talk to look up to me.  flattered,0
604, blackvoices Keep it up  gucci1017  sober clear minded I see you over in Europe on tour killing the game right now ,0
605,Overall  right now  and that s what matters  I am happier and stronger than I was on the same day last year  ,0
606,This morning  watched a hummingbird  two cardinals  a bunch of finches  a large bunny  and a baby bunny all feasting in the backyard.  happy,0
607,i m just a lil boat in the middle of the ocean  lost  alone  & always getting battered by forces beyond my control  ,1
608,If medical doctors could be trained to assess loneliness and have more places to refer their lonely patients to  other than the pharmacy for their anti depressant  we may be able to calm the tsunami of loneliness in our country.   pic.twitter.com sIePoRLeRV,0
609,I m not picky  guys are just intimidated by me . and I don t let dudes run over me or run my life and finances. If u can t respect that bye,0
610,A lot of  and  people out there looking for  but can t find it .,1
611,Ever feel like just not eating .or drinking anything?,1
612,Without  laughter life on our planet would be intolerable.,0
613, CNN  cnnbrk what is the  FakeNews of the day? Need my  laughter to start my day.  foxandfriends  realDonaldTrump  kilmeade  PeteHegseth,0
614,144,0
615,i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women  you usually see the more  classic  symptoms like crying   mood  difficulty getting out of bed  etc.  pic.twitter.com C6Hi8MOkKB,0
616,Come on blues  StateOfOrigin  Origin   NSWBlues  nsw,0
617,Sigh  another year coming to a close. For the first time in a while  I want to be alone.   1 2 ,1
618,It hurts to know I m practically invisible to you now  that I m more of a bother to you then anything else.  ,1
619,When I watch sport at times Andy Murray rugby  it would be best for me to go into a sound proof box.  animated    ,0
620, Sethrogen HUGE fan of your work    But tell me how baked were you guys when y all came up with the Sausage Party idea  hilarious,0
621,Man  filling out your dad s life insurance paperwork will really put a damper on your Tuesday morning. Really makes it feel final .,0
622,Relation and connection are not somewhere and sometimes but everywhere and always  Emerson,0
623,never had a dull moment with u guys  ,0
624,Was it the molly that made you  like  me?  ,0
625,I think I have post gay weekend blues . so I bought a dildo  ,0
626,DC Young fly is hilarious man.,0
627,Its been 14 years of journey  I never expect you ll go from this earth today pet s     feeling depressed,1
628,I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  ,1
629,thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ,1
630,Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.,0
631,It s my  party  Hashtag10 and I ll  cry if I want to    Not really   Hashtag10 celebrations and I shall  rejoice  I love quirky ones ,0
632, DOBrienAJC What did you do to rile up all the Roberts?,0
633, I really don t want to interact with anyone in person  today.,1
634,Breakdown of  systems due to economic opportunities has increased  among  pic.twitter.com MyLVE432ow,0
635, Malala Happy day to you Malala    I seem to share a birthday with you  inspiring  women  education,0
636,Too much tasks at work can cause stress    and even poor performance,0
637,This night was supposed to be fun but its really not .,1
638,I was not  am nott and will not be enough ,1
639,is my least favorite thing about life   pic.twitter.com JZoErLIrgZ,1
640,this year started off horrible and ended great. a lot can happen in a year  ,0
641, chadbowers Look forward to next years  heroesonline Con in Charlotte so i can get Darkhawk signed   awesomeness,0
642, SpnTentation Thank you  My first solo run    excited  andnervous,0
643,I really love  TheFostersTV really great start to this season.   resist,0
644,For all the years I took the lynx box sets for granted and this year I didn t get one  ,0
645,My kids really spending Christmas without me lmao I m liable to hop on a flight ,1
646,Often I go to bed as soon after dinner as seems adult  I mean I try to wait for dark  in order to push away from the massive pain in sleep s frail wicker coracle.,1
647,A bit late but had to say Love You Zindagi by The Live 100 experience gave me goosebumps Big shout to all of them   awesomeness at its peak,0
648,is in the news a lot for treating  and other conditions  but what is it? Contact us to learn more   pic.twitter.com gbkOpobFY3,0
649,Happy 1 year anniversary to me &amp  my shawty   it s been an amazing year together.,0
650,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,1
651,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it s a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too,0
652,physical wounds heal  people forget what happened to you  how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1 6 of my brain missing  some days are bad .   pic.twitter.com 6d8IwVHsfG,1
653,I m new to the  instructionalcoach world and would love to know your fave resources  I will be in a high school new to IC.  nervous  excited,0
654,I could prolly ball my eyes out right now .  ,1
655,Holiday  and  is common. Design your own holiday celebration. ,0
656,Joker s job is to make public smile &amp  not spread hatred by d way.  Ra Bies,0
657,Bruno Mars  24K but instead of  it s  ,0
658,I smile,0
659, benoitgomis  AU SIS  HugoRosemont  alex corbeil My pleasure  hope it was useful and happy to keep the conversation going ,0
660, cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary. ,0
661,Don t know why I feel so  today.   ,1
662, PaulCalafiore  Absolutely   Happy blessed Tuesday  ,0
663,Daughter  her husband and kids caught a boatload of red snapper &amp  mackerel off Port Aransas . we enjoyed the  fish feast  delicious,0
664, DonaldJTrumpJr This is the day you lot finally admitted it. May come back to haunt you,0
665,New  and a bit alarming .,0
666, is REAL . and all I wanted was a  Drake Hug  pic.twitter.com aE4zsPAx0p,0
667,No job. No car. No money. No worth.   That s kinda where I am   right now.,1
668, kimberlee  xox awe thanks you so much    love you too,0
669,No matter how hard I try  I cannot force her memories from my mind. As much I loved and love her  I don t want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me  she would spend time with me. ,1
670,Wonderful morning at my best friend s house.  She s at work  I m writing  eating her delicious fresh bread &amp  cake &amp  drinking fresh  ,0
671, lukeWHC09 Hahaaa  Was fuming with that  ,0
672,I m  the same way the Jews were depressed right before they LEFT     ,1
673, JoeGibbsRacing who designed that scheme for the interstate car? and how did whoever approves it  approve it yuck,0
674,I woke up and said  I should get a cat.   ,0
675, is more harmful than you may think   pic.twitter.com T4n5L9kdYz,0
676,2AM where do i begin? crying off my face again.,1
